ykiho,yadmNm,addr,telno,XPos,YPos,clCd,clCdNm,hospUrl,_source_label,coord_ok
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,강북삼성병원,"서울특별시 종로구 새문안로 29, (평동)",02-2001-2001,126.96775,37.5684083,01,상급종합,http://www.kbsmc.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,건국대학교병원,"서울특별시 광진구 능동로 120-1, (화양동)",1588-1533,127.0718276,37.5403764,01,상급종합,http://www.kuh.ac.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,경희대학교병원,"서울특별시 동대문구 경희대로 23, (회기동)",02-958-8114,127.051852,37.5941195,01,상급종합,http://www.khuh.or.kr/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,고려대학교의과대학부속구로병원,"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",02-2626-1114,126.8848701,37.492052,01,상급종합,http://guro.kumc.or.kr/main/index.do,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,삼성서울병원,"서울특별시 강남구 일원로 81, (일원동, 삼성의료원)",02-3410-2114,127.0851508,37.4882977,01,상급종합,http://www.samsunghospital.com,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,서울대학교병원,"서울특별시 종로구 대학로 101, (연건동)",1588-5700,126.9990168,37.5797151,01,상급종합,http://www.snuh.org,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,연세대학교의과대학 강남세브란스병원,"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",02-2019-3114,127.0462683,37.4929296,01,상급종합,http://gs.iseverance.com,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,연세대학교의과대학세브란스병원,"서울특별시 서대문구 연세로 50-1, (신촌동)",02-2228-0114,126.9408265,37.5623446,01,상급종합,http://www.yuhs.or.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,이화여자대학교의과대학부속목동병원,"서울특별시 양천구 안양천로 1071, (목동)",02-2650-5114,126.8862043,37.536602,01,상급종합,http://www.eumc.ac.kr/mokdong/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,재단법인아산사회복지재단 서울아산병원,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",02-3010-3114,127.107935,37.5265762,01,상급종합,http://www.amc.seoul.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,중앙대학교병원,"서울특별시 동작구 흑석로 102, (흑석동)",1800-1114,126.9607839,37.5067481,01,상급종합,http://ch.cauhs.or.kr/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",1577-0083,127.0263537,37.5870165,01,상급종합,http://anam.kumc.or.kr/main/index.do,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,학교법인가톨릭학원가톨릭대학교서울성모병원,"서울특별시 서초구 반포대로 222, (반포동)",02-1588-1511,127.0051154,37.5009444,01,상급종합,http://www.cmcseoul.or.kr/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,한양대학교병원,"서울특별시 성동구 왕십리로 222-1, (사근동)",02-2290-8114,127.0441339,37.5596569,01,상급종합,http://seoul.hyumc.com,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,가톨릭대학교 여의도성모병원,"서울특별시 영등포구 63로 10, 여의도성모병원 (여의도동)",1661-7575,126.9367517,37.5183253,11,종합병원,http://www.cmcujb.or.kr/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교 은평성모병원,"서울특별시 은평구 통일로 1021, (진관동)",02-1811-7755,126.9161912,37.6334945,11,종합병원,http://www.cmcep.or.kr/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,강동경희대학교병원,"서울특별시 강동구 동남로 892, (상일동)",02-440-7114,127.1576732,37.553536,11,종합병원,http://www.khnmc.or.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,경찰병원,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",02-3400-1114,127.1235089,37.4963836,11,종합병원,http://www.nph.go.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,국립중앙의료원,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",02-2260-7114,127.005671,37.5672138,11,종합병원,http://www.nmc.or.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,기쁨병원,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",02-570-1234,127.0180814,37.4827157,11,종합병원,http://gibbeumhospital.com,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,노원을지대학교병원,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",02-970-8000,127.0699354,37.6364793,11,종합병원,http://www.eulji.or.kr/default.asp,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,삼육서울병원,"서울특별시 동대문구 망우로 82, (휘경동)",02-2244-0191,127.0653065,37.5879909,11,종합병원,http://www.symcs.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,서울적십자병원,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",02-2002-8000,126.9669974,37.5671805,11,종합병원,https://www.rch.or.kr/web/rchseoul/main/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,서울특별시보라매병원,"서울특별시 동작구 보라매로5길 20, (신대방동)",02-870-2114,126.9239058,37.4934414,11,종합병원,http://www.brmh.org,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,서울특별시서울의료원,"서울특별시 중랑구 신내로 156, (신내동)",02-2276-7000,127.0978309,37.6132762,11,종합병원,http://www.seoulmc.or.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,성심의료재단강동성심병원,"서울특별시 강동구 성안로 150, (길동)",02-2224-2114,127.135378,37.5359971,11,종합병원,www.kdh.or.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,성애의료재단 성애병원,"서울특별시 영등포구 여의대방로53길 22, (신길동, 성애병원)",02-840-7114,126.9225003,37.5120274,11,종합병원,http://www.sungae.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,순천향대학교 부속 서울병원,"서울특별시 용산구 대사관로 59, (한남동)",02-709-9114,127.0042579,37.533804,11,종합병원,http://www.schmc.ac.kr/seoul/kor/index.do,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,의료법인한전의료재단 한일병원,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",02-901-3114,127.0291228,37.6461401,11,종합병원,http://www.kepcomedi.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz,이화여자대학교의과대학부속서울병원,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",1522-7000,126.8362668,37.5572629,11,종합병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,인제대학교 상계백병원,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",02-950-1114,127.0629909,37.6485408,11,종합병원,http://www.paik.ac.kr/sanggye,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,한국보훈복지의료공단 중앙보훈병원,"서울특별시 강동구 진황도로61길 53, (둔촌동)",02-2225-1111,127.1478691,37.5303393,11,종합병원,http://seoul.bohun.or.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,한국원자력의학원원자력병원,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",02-970-2114,127.0824198,37.6288667,11,종합병원,http://www.kcch.re.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,한림대학교 강남성심병원,"서울특별시 영등포구 신길로 1, (대림동, 강남성심병원)",02-829-5114,126.9086527,37.4937262,11,종합병원,http://kangnam.hallym.or.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,한림대학교 한강성심병원,"서울특별시 영등포구 버드나루로7길 12, (영등포동7가, 한강성심병원)",02-2639-5114,126.9096811,37.5231702,11,종합병원,http://hangang.hallym.or.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,365엠씨(mc)병원,"서울특별시 서초구 서초중앙로 126, 서울365mc병원 지하1층, 2~13층 (서초동)",02-3474-3653,127.0141365,37.4929843,21,병원,http://www.365mc.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz,강남제이에스병원,"서울특별시 강남구 도곡로 122, 제이에스빌딩 (도곡동)",02-533-3600,127.033745,37.4899185,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz,강남초이스병원,"서울특별시 강남구 테헤란로 337, (역삼동, 4~9층)",02-539-2250,127.0484885,37.5047776,21,병원,http://www.choicehospital.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz,강동아너스힐병원,"서울특별시 강동구 양재대로 1463, 5~15층 (길동)",02-6677-7533,127.1392273,37.5366086,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,뉴민병원,"서울특별시 서초구 방배로 223, 창생빌딩 2~7층 (방배동)",02-6677-8875,126.9899521,37.4930421,21,병원,http://newminhospital.com/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz,더셀채원병원,"서울특별시 강동구 성내로 66, 채원자연통합병원빌딩 (성내동)",02-2635-9933,127.1270901,37.527672,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,더힐병원,"서울특별시 송파구 송이로 81, 지하2층~지상7층층 (가락동)",1555-1627,127.1204037,37.4987751,21,병원,https://thehealhospital.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,로이병원,"서울특별시 종로구 평창문화로 75, 글로리아타운 2층일부,3,5층 (평창동)",02-1644-7541,126.9690288,37.6068376,21,병원,http://roihospital.com,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,린여성병원,"서울특별시 동대문구 답십리로 266, 파워스빌딩 (장안동)",2244-1212,127.0698147,37.572328,21,병원,www.linlady.com/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,마디세상병원,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,메디힐병원,"서울특별시 양천구 남부순환로 331, (신월동, 메디힐병원)",02-2604-7551,126.8278769,37.5372174,21,병원,http://www.mediheal.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,반도정형외과병원,"서울특별시 중구 동호로 202, 반도정형외과 (신당동)",2252-0202,127.010117,37.5560086,21,병원,http://www.bando24.com,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNjEjJDEjJDAjJDgz,방병원,"서울특별시 노원구 동일로 989, 1~9층 (공릉동)",02-1577-4447,127.0750336,37.6184022,21,병원,http://www.ysbang.net,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,사회복지법인 성가소비녀회 성가복지병원,"서울특별시 성북구 종암로 191, (하월곡동)",02-940-1500,127.0307411,37.6069387,21,병원,http://www.sgbokji.or.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,삼성미래여성병원,"서울특별시 구로구 서해안로 2296, 삼성미래여성병원 (오류동)",02-2682-2100,126.8404114,37.4912147,21,병원,http://samsungmirae.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,새로운병원,"서울특별시 강남구 학동로 121, 새로운병원빌딩 지하1층일부~7층 (논현동)",1577-0212,127.0243422,37.5122594,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,서울미즈병원,"서울특별시 강동구 천호대로 1043, (천호동)",02-470-9114,127.128117,37.5376208,21,병원,http://gdmiz.com/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,성북우리아이들병원,"서울특별시 성북구 동소문로46길 10, (하월곡동)",02-912-0100,127.0293592,37.6068633,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,신촌연세병원,"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)",02-337-7582,126.9337712,37.5525983,21,병원,http://www.scys.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,아이디병원,"서울특별시 강남구 도산대로 142, 아이디병원 B1층,1,2,3층 (논현동)",02-547-0050,127.0241884,37.51768,21,병원,http://www.idhospital.com,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,엔플러스병원,"서울특별시 동대문구 장한로32길 7, 장안동의료시설 (장안동)",02-6235-7575,127.0726089,37.5754527,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,연세노블병원,"서울특별시 은평구 서오릉로 37, (녹번동)",02-384-0009,126.9244756,37.6040714,21,병원,http://www.ysnoble.co.kr/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz,연세사랑모아여성병원,"서울특별시 구로구 중앙로 100, (고척동)",02-2636-1122,126.8606071,37.5063641,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,연세슬기병원,"서울특별시 성동구 무학로2길 8, (도선동)",02-2281-0010,127.0306881,37.5642758,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,염창환병원,"서울특별시 송파구 오금로 296, 재정빌딩 지하1층~지상5층 (가락동)",02-514-1249,127.1253937,37.5035124,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,위드힘병원,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 2,4,5층 (길동)",02-473-1531,127.1391046,37.536395,21,병원,http://withhimcancer.com/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인 우리아이들 의료재단 우리아이들병원,"서울특별시 구로구 새말로 15, 2~10층,11층 일부호 (구로동, 삼전 솔하임)",02-858-0100,126.88244,37.5021368,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인 청해의료재단 제일병원,"서울특별시 서초구 서초대로 116, (방배동)",02-586-5557,126.995067,37.4878422,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz,의료법인서광의료재단 성북중앙병원,"서울특별시 성북구 종암로 72, (종암동)",02-919-3404,127.0356224,37.5967616,21,병원,www.sbja.co.kr/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,조앤조병원,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,21,병원,http://www.choncho.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,조인트힐병원,"서울특별시 관악구 난곡로 215, (신림동)",02-1899-7272,126.9175762,37.4737183,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,지앤지병원,"서울특별시 강남구 영동대로 626, 2~10층 (삼성동, GNG병원빌딩)",1522-2030,127.0597063,37.5162595,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,참튼튼병원,"서울특별시 동대문구 답십리로 261, (장안동)",1588-7562,127.0693818,37.5727378,21,병원,http://seoul.tntnhospital.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,참튼튼병원,"서울특별시 노원구 노해로 502, 2층, 3층, 5층 (상계동)",02-3392-9100,127.0636241,37.654566,21,병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,포미즈여성병원,"서울특별시 양천구 공항대로 610, (목동, 정종일산부인과)",02-2651-7500,126.8723522,37.5467929,21,병원,http://www.iformiz.co.kr,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,365강서수요양병원,"서울특별시 강서구 양천로 35, 1~6층 (방화동, 강서성심병원)",02-2663-0075,126.8077064,37.5729765,28,요양병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,굿모닝요양병원,"서울특별시 성동구 천호대로 436, 2~7층 (용답동)",02-3394-9878,127.0672271,37.5606946,28,요양병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,그레이스힐 요양병원,"서울특별시 노원구 노원로 461, 대감프라자빌딩 3,4,5,6층 (상계동)",02-934-1300,127.0656456,37.6574391,28,요양병원,https://gracehillhp.com,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,남서울요양병원,"서울특별시 구로구 남부순환로 1291, 영진오피스 A동 2~7층 (가리봉동)",02-863-8999,126.8943284,37.4788892,28,요양병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,더조은요양병원,"서울특별시 노원구 화랑로 323, (월계동)",02-941-7800,127.0636702,37.6149081,28,요양병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,메디움강남요양병원,"서울특별시 강남구 강남대로 276, (도곡동)",02-573-5737,127.0328796,37.488047,28,요양병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,신촌힐링요양병원,"서울특별시 서대문구 모래내로 330, 미도빌딩 (홍은동)",02-6237-7775,126.9337634,37.5797598,28,요양병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,신화요양병원,"서울특별시 영등포구 영중로 100, (영등포동7가)",02-2632-8114,126.9056672,37.5251061,28,요양병원,www.shinhwahp.com/,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,아미나요양병원,"서울특별시 종로구 경희궁길 26, 썬타워빌딩 지하1층, 지상2,3,4,5,6,7층 (신문로2가)",02-730-7777,126.9709911,37.5722735,28,요양병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,연세베스트요양병원,"서울특별시 영등포구 여의대방로 203, (신길동, 일이빌딩)",02-6959-9600,126.9220173,37.5053854,28,요양병원,http://www.bestyoyang.com,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,연세에덴요양병원,"서울특별시 은평구 통일로 669, (녹번동)",1577-5046,126.9334089,37.606152,28,요양병원,,서울_피부과,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,은평요양병원,"서울특별시 은평구 통일로 935, (갈현동)",02-384-2311,126.9195408,37.6265278,28,요양병원,,서울_피부과,1
